Title,Link,內文,Type,來源為報系
生活照護／長照常見問題 如何讓長輩能舒適洗澡？,https://health.udn.com/health/story/10697/5403764,,,
生活照護／一直問失智者「我是誰」、「他是誰」？  6個NG行為別再做了,https://health.udn.com/health/story/10697/5225504,,,
失智科技／健康存摺APP再升級  3月起放寬親屬查詢,https://health.udn.com/health/story/121922/3620528,,,
精神行為／長輩見鬼？該看醫師而非法師,https://health.udn.com/health/story/10697/4431703,,,
溝通技巧／高齡門診最愛問：失智症者跳針問話 溝通有3招,https://health.udn.com/health/story/122289/5122712,,,
失智症新手照顧難題 聯合報與WaCare四堂線上課程解惑,https://health.udn.com/health/story/5692/4741240,,,
2024失智永續論壇／友善餐點、空間改裝 溫暖失智家人,https://health.udn.com/health/story/121922/8402919,,,
2024失智永續論壇／齋藤正彥：不要在失智症者身上追求合理性,https://health.udn.com/health/story/121923/8402794,,,
邊看邊記 看完分享 看電視也能防失智,https://health.udn.com/health/story/121934/8402080,,,
關節問題竟排最後！熟齡族保健最在乎「抗衰老」  抗老撇步公開,https://health.udn.com/health/story/6039/8389926,,,
旋律聲中看見希望！音樂療癒打開失智症家庭的心房,https://health.udn.com/health/story/121934/8377268,,,
記憶衰退是正常老化或失智？醫教你如何分辨及何者可能恢復,https://health.udn.com/health/story/5965/8375381,,,
睡眠中拳打腳踢、大吼大叫是怎麼了？教授揭該如何應對與處置,https://health.udn.com/health/story/5965/8369508,,,
為了在中年保持健康 專家建議50歲後應該多攝取的5種常見食物,https://health.udn.com/health/story/6037/8367693,,,
阻肌肉流失、維持大腦認知…中年的你每周必吃5種高營養食物,https://health.udn.com/health/story/6039/8367749,,,
「健腦小測驗」快速評估你的大腦健康 幫助延緩認知退化、預防失智症,https://health.udn.com/health/story/123539/7315476,,,
吃腦補腦恐增腦中風、血管性失智風險！12種補腦食物一次公開,https://health.udn.com/health/story/6037/8338270,,,
記憶熱蘭遮 失智症協會舉辦成立20周年老照片展,https://health.udn.com/health/story/8118/8336690,,,
邊記動作邊活動 揪團運動促社交、防失智,https://health.udn.com/health/story/10734/8331344,,,
失智症早發現早治療 可延緩退化5至8年,https://health.udn.com/health/story/121923/8329995,,,
【Podcast】Ep18.當父母罹患失智症，身為子女的我該如何面對最熟悉的陌生人？,https://health.udn.com/health/story/123902/8330622,,,
做不到日行萬步沒關係，步速更關鍵！調整走路5動作讓你走得更快,https://health.udn.com/health/story/6033/8323639,,,
預防阿茲海默症的飲食策略　提升神經生長因子的關鍵方法,https://health.udn.com/health/story/10696/8311409,,,
永遠不嫌早！專家建議為了大腦健康 你每天應該做的4件事,https://health.udn.com/health/story/5965/8308248,,,
周末賴床好處多！台大研究：可降低74%失智風險,https://health.udn.com/health/story/5999/8302581,,,
近80歲退休師「忘東忘西」非失智 醫：及早診斷有機會逆轉,https://health.udn.com/health/story/5964/8298296,,,
醫療奉獻獎／翻轉老人癡呆汙名  天主教失智老人基金會帶失智者走進陽光,https://health.udn.com/health/story/6001/8296594,,,
中年過後更要看！想要健康呷百二，70歲是關鍵！醫：及早做到3件事不怕急速衰老,https://health.udn.com/health/story/6039/8225616,,,
別以為2者之間沒關係 最新研究稱3種心臟病可能影響大腦健康,https://health.udn.com/health/story/5977/8290701,,,
年紀越大睡得越少？專家告訴你真正需要的睡眠時間及如何睡好,https://health.udn.com/health/story/5964/8277676,,,
研究發現多攝取類黃酮助降失智症風險，這些食物含量多,https://health.udn.com/health/story/121934/8248218,,,
戒菸、控制三高！相較退化性失智症 血管性失智能從病因預防,https://health.udn.com/health/story/10695/8256072,,,
爸爸失智，媽媽形同沒有伴！該如何為失智家人做照護決定？,https://health.udn.com/health/story/10844/8255622,,,
【Podcast】Ep16. 旅人Talks：獨扛重擔圓滿孝道？三天內吃完一周的藥？26歲肩負照顧責任？從失智旅人看照顧怎麼伴！,https://health.udn.com/health/story/123902/8252171,,,
有家庭要養，罹病了該怎麼辦？年輕型失智症患者如何保住工作？,https://health.udn.com/health/story/10695/8246583,,,
我會失智嗎？台大醫師曾文毅：腦齡老5歲以上就要警覺,https://health.udn.com/health/story/10696/8235752,,,
40歲以上免費健檢省千元，不同年齡層補助次數不一樣！搭「一量表」自測緩失能,https://health.udn.com/health/story/6008/8225614,,,
【Podcast】Ep15.失智症會不會遺傳？可以預測發病年紀、提早預防嗎？博恩爸爸、台大醫師曾文毅的大腦逆齡研究,https://health.udn.com/health/story/123902/8231770,,,
吃櫻桃補鐵、補血其實沒效！專家揭「隱藏4益處」，竟還能改善睡眠品質,https://health.udn.com/health/story/6037/8226623,,,
地方名人堂【基隆市】長輩多住山坡上 張賢政：「3箭」連結長照資源供在地安老,https://health.udn.com/health/story/124045/8206208,,,
年長者誘發憂鬱症常見3原因！醫：存好「3三本錢」 不怕老了病來磨,https://health.udn.com/health/story/5964/8200102,,,
每天約有200位長者發生車禍意外！台灣道路「三缺」問題，聽聽專家分享該如何解決這問題？,https://health.udn.com/health/story/5999/8114312,,,
薑黃抗氧化、抗發炎 營養師提醒並非人人適合吃,https://health.udn.com/health/story/6034/8081931,,,
副作用、合併症通通來！巴金森病中期病況複雜，與醫師並肩作戰更關鍵,https://health.udn.com/health/story/122253/8075992,,,
【免費報名】青少年失智家屬戲劇治療支持團體,https://health.udn.com/health/story/7755/8053165,,,
當醫師成了病患家屬／拾荒、喝罐頭塔飲料…吳佳璇退休教授父失智 家人10多年陪病刻骨銘心,https://health.udn.com/health/story/6001/8029891,,,
維生素B12是什麼？缺乏會造成心神不寧、心悸？吃素者...3高危險群要當心,https://health.udn.com/health/story/6034/8016427,,,
腦部退化常見的危險因子，你中了幾項？中醫師分享保養穴位,https://health.udn.com/health/story/6035/8014835,,,
「人如其食」不只適用身體 5種食物有助改善大腦健康,https://health.udn.com/health/story/6037/7996115,,,
3行為恐讓狗狗不快樂又短命！醫提養狗必知注意事項，讓毛孩活得更健康,https://health.udn.com/health/story/123122/7962513,,,
從餐桌找回健康，麥得飲食防失智：營養師分享養腦好料理—地中海紙包魚,https://health.udn.com/health/story/122930/7934616,,,
外國研究發現：勃起功能障礙藥物，有機會減少阿茲海默症發生風險！,https://health.udn.com/health/story/5975/7875918,,,
醫病平台／預防失智之我見,https://health.udn.com/health/story/6001/7888942,,,
看不見的巴金森病症狀 三總病友會細談非藥物治療助一臂之力,https://health.udn.com/health/story/122253/7867060,,,
雜物滿屋難斷捨離？醫師曝愛囤積症是種病！嚴重恐會社交和職業功能受損,https://health.udn.com/health/story/6006/7865373,,,
山葵有助減緩失智症記憶衰退！研究找來72名健康志願者，發現「這成分」能降低海馬迴發炎,https://health.udn.com/health/story/6037/7779688,,,
對抗大腦認知退化 神經科學家推薦真正有益的健腦活動,https://health.udn.com/health/story/5965/6149357,,,
喝茶有助延緩老化 研究顯示每天喝這麼多抗衰老效果最顯著,https://health.udn.com/health/story/6037/7760312,,,
眼睛從40歲開始老化！醫曝紫外線是視力最大殺手，也是白內障主要原因,https://health.udn.com/health/story/5970/7739920,,,
「5種食物」少碰，起司每周別超過1次！營養師大推「護腦菜單」降失智風險,https://health.udn.com/health/story/10696/7739069,,,
多吃山葵有助加強記憶力可望預防失智症？教授告訴你實情為何,https://health.udn.com/health/story/10696/7676885,,,
長期高劑量補充維生素D增失智風險？醫師2原因說明為何一般人不需恐慌,https://health.udn.com/health/story/6034/7668064,,,
從走路姿態和速度就能看出問題 這群人罹患失智症風險高2.5倍,https://health.udn.com/health/story/7392/7659022,,,
🎧｜失智名醫徐文俊揭多重資源管道，助失智家庭渡難關,https://health.udn.com/health/story/123161/7626755,,,
🎧｜專訪腦庫推手謝松蒼：研究大腦找失智、罕病解方，病患捐大腦造福世人,https://health.udn.com/health/story/123161/7611372,,,
SNQ肯定！關渡醫院失智友善照顧模式 今醫療科技展現成果,https://health.udn.com/health/story/122930/7608288,,,
牙齒越少會影響認知功能 裝假牙或植牙對維持認知有幫助嗎？,https://health.udn.com/health/story/10696/7605669,,,
52歲科技主管拚過頭失智被迫離職！ 透過「職務再設計」重返職場找回人生價值,https://health.udn.com/health/story/5999/7593861,,,
「我可能活到100歲，但有一半機率會失智」劉秀枝退休做好2件事 其餘交給命運,https://health.udn.com/health/story/122933/7590177,,,
中風後要當心！4步驟揪出躲在中風後遺症下的巴金森病,https://health.udn.com/health/story/122253/7541939,,,
研究指中藥方劑有助改善失智症狀！「一狀況」例外，建議改用針灸、穴位按摩,https://health.udn.com/health/story/6035/7529595,,,
幾歲開始會發現自己老很快？醫師曝3年紀波段是「斷崖式衰老」關鍵，6方法延緩老化,https://health.udn.com/health/story/6039/7531688,,,
《失智照護免費線上課程》失智照護不孤單　照護難題我照你,https://health.udn.com/health/story/8118/7526717,,,
只是年紀大記憶力變不好？外媒盛傳侯孝賢因失智症退休 「他不會再導電影」,https://health.udn.com/health/story/5999/7527922,,,
糖尿病控制不佳易失智！麥得飲食、中強度「這些運動」助控血糖,https://health.udn.com/health/story/5974/7522562,,,
大腦已有失智病變，卻仍享有活躍老年可能嗎？名醫曝2個關鍵,https://health.udn.com/health/story/7392/7503427,,,
阿茲海默症臨床診斷新準則 依生物標記分0至6期,https://health.udn.com/health/story/122905/7501584,,,
好好走路就不會老！87歲金融退休董座推薦CP值最高銀髮運動，這樣「健走」防失智遠三高,https://health.udn.com/health/story/122930/7499861,,,
與失智症、心血管疾病、糖尿病皆有關 日夜顛倒的生活對健康影響有多大？,https://health.udn.com/health/story/6008/7499531,,,
健康的百歲人生並非遙不可及 104歲長輩給名醫的高齡長壽啟示,https://health.udn.com/health/story/7392/7473662,,,
動作變慢又幻覺…腦退化疾病分不清？失智症VS.巴金森病差異一次懂,https://health.udn.com/health/story/122253/7471180,,,
照護失智患者像作戰！讓元氣網 照護百科 幫你解答疑難雜症,https://health.udn.com/health/story/7755/7454496,,,
午睡充電、一天喝兩杯咖啡 專家教你5項強化記憶的生活好習慣,https://health.udn.com/health/story/5965/7454484,,,
基層診所改造2／失智、兒童成長診所精準化 才能走更遠,https://health.udn.com/health/story/122920/7448748,,,
基層診所改造1／著重分眾化、長照 多人診所成趨勢,https://health.udn.com/health/story/122920/7448746,,,
長輩黃昏症候群，「做1件事」有助精神穩定！規律作息降發作頻率,https://health.udn.com/health/story/6631/7446339,,,
課程回顧／趣味活動防失智　活化大腦不無聊,https://health.udn.com/health/story/8118/7431147,,,
白居易樂觀曠達？詠老詩作2特徵透露出他的老年憂鬱,https://health.udn.com/health/story/5964/7424710,,,
受刑人藥酒癮戒斷難持續 出獄再犯率高／圍欄內的醫療4,https://health.udn.com/health/story/122920/7412659,,,
今牌人生特色影展　為失智長輩留回憶,https://health.udn.com/health/story/8118/7375987,,,
需要存多少錢才能退休時財富自由？名醫曝最容易被漏算的花費,https://health.udn.com/health/story/7392/7363058,,,
因應阿茲海默症2新藥問世 診斷將納「生物標記」更精準用藥,https://health.udn.com/health/story/122905/7346512,,,
別再喝咖啡了，小心記憶力變差？教授破解「腦神經專家」說法,https://health.udn.com/health/story/5965/7338381,,,
這些飲食方式對你和地球健康很不利！5種食物助長壽,https://health.udn.com/health/story/6037/7329075,,,
男中暑後大腦受損竟失智！專家：中暑可預防，5件事必知,https://health.udn.com/health/story/5965/7325912,,,
運動、認知訓練及維他命D，哪個可改善認知障礙？研究這麼說,https://health.udn.com/health/story/10696/7322744,,,
澱粉樣蛋白抗體仍是治療阿茲海默症的關鍵嗎？最新研究這麼說,https://health.udn.com/health/story/10696/7312622,,,
運動可為衰老的大腦增強腦力 但研究發現少做一事效力恐減弱,https://health.udn.com/health/story/5965/7290527,,,
阿茲海默症新藥「Leqembi」獲美FDA核准！新藥真能延緩退化？有哪些副作用？,https://health.udn.com/health/story/5999/7284858,,,
補腦保健食品怎麼挑？醫籲補充完整營養素 美研究：綜合維他命減緩認知衰退,https://health.udn.com/health/story/5999/7282628,,,
多原型、少加工！我的餐盤+麥得飲食 健腦防失智,https://health.udn.com/health/story/6037/7276063,,,
全台30萬失智者易遭詐！國健署合作農會友善金融場域護老農荷包,https://health.udn.com/health/story/122905/7250209,,,
降膽固醇的他汀類藥物會致認知下降、記憶混亂嗎？研究這麼說,https://health.udn.com/health/story/6012/7250735,,,
「薑黃」抗發炎、助減肥！怎麼吃最有效？薑黃食用建議一次看 5禁忌族群避免,https://health.udn.com/health/story/6037/7223449,,,
林志玲淚崩「媽媽不認得我了」！失智症三期別，中期日常生活已需協助,https://health.udn.com/health/story/10695/7217825,,,
中年性生活滿意度不佳別輕忽 研究曝可能增認知功能下降風險,https://health.udn.com/health/story/5975/7216201,,,
改善疲勞只吃維他命B群仍不夠？專家建議多加「一物」可事半功倍！,https://health.udn.com/health/story/6034/7205957,,,
抗焦慮藥物會造成失智嗎？教授詳解抗焦慮藥的功效和副作用,https://health.udn.com/health/story/6012/7202362,,,
當「失智長輩」懷疑家人偷東西、看到不存在的人，怎麼辦？醫傳授4大應對技巧,https://health.udn.com/health/story/120650/7183732,,,
輕度認知障礙也能回復到正常 名醫授簡單易行且不花費的方法,https://health.udn.com/health/story/7392/7145144,,,
吃野生藍莓有助改善血管與大腦認知功能！買不到藍莓，這些蔬果也可取代,https://health.udn.com/health/story/6037/7119550,,,
吃銀杏補腦抗失智？多看綠色植物能護眼？醫揭關鍵重點,https://health.udn.com/health/story/6008/7113202,,,
淡大前副校長王高成逝，留遺書「腦部病變智能已失」！醫：高知識份子對失智更敏感,https://health.udn.com/health/story/5999/7092973,,,
世界巴金森日／巴金森病規律用藥 延緩退化,https://health.udn.com/health/story/5965/7089171,,,
每天8顆藥變4顆！「長者量六力」調整生活改善健康，情緒營養也重視,https://health.udn.com/health/story/6631/7040066,,,
精彩回顧 ／你放心，我們照顧你：專為照顧者打造的長輩營養照護指南,https://health.udn.com/health/story/8118/7032779,,,
輕忽年長聽損恐失智！ 專家：注意3點、50歲後定期檢查,https://health.udn.com/health/story/5969/7024815,,,
狗狗1歲不等於人類7歲？獸醫教你新的科學換算公式,https://health.udn.com/health/story/123123/7006969,,,
35歲以上即高風險！可預測失智症風險的檢查有哪些及誰適合？,https://health.udn.com/health/story/10696/6996126,,,
易被忽略的老人精神疾病！譫妄與失智、老年憂鬱如何分別？,https://health.udn.com/health/story/5964/6981543,,,
布魯斯威利失語症惡化，確診額顳葉失智症！話到嘴邊就忘了，是失智前兆嗎？,https://health.udn.com/health/story/5999/6976984,,,
常想不起來人名和物品名稱？「手機失智症」惹的禍 過度依賴手機恐腦部功能退化,https://health.udn.com/health/story/5965/6957727,,,
精彩回顧 ／佳節後拒成「大腹翁」 中醫師教您健康動,https://health.udn.com/health/story/8118/6953825,,,
6生活要素有助減緩記憶力下降 其中這項最明顯,https://health.udn.com/health/story/6008/6941221,,,
多吃蔬菜、莓果類…麥得飲食法延緩失智穩三高！一日3餐建議食譜,https://health.udn.com/health/story/6037/6935689,,,
陪巴金森病媽媽抓看不見的蛇，照服員籲：記錄發作時間作為指引,https://health.udn.com/health/story/122253/6922220,,,
精彩回顧 ／【省力照顧特輯】照顧生活好疲憊？學會善用輔具，讓你照護更省力,https://health.udn.com/health/story/8118/6903782,,,
張金堅 ／便秘、憂鬱、中風…腸道菌叢失衡百病生！教授曝2個改善重點增加腸道好菌,https://health.udn.com/health/story/121886/6907816,,,
在做特定動作時會出現明顯手抖症狀？醫提醒當心是疾病引起,https://health.udn.com/health/story/122253/6882168,,,
晚上睡太少、午覺睡太多都會提高失智風險！專家教你如何睡得剛剛好,https://health.udn.com/health/story/10696/6880903,,,
精彩回顧 ／【失智春節照顧攻略】照顧者必看！過年4大照護困擾一次解決,https://health.udn.com/health/story/8118/6871002,,,
元氣課挑戰系列／緩解胸悶緊繃問題 中醫教你八段錦增體力、促進氣血循環,https://health.udn.com/health/story/6035/6726816,,,
降低血壓、讓大腦更年輕 為何波菜是營養師最推崇的蔬菜之一,https://health.udn.com/health/story/6037/6721751,,,
🎧｜罹這癌症機率激增239% 糖尿病學會理事長黃建寧：糖尿病是疾病之母，器官保護最重要！｜理事長講堂EP7,https://health.udn.com/health/story/123161/6721185,,,
不是只有上了年紀才會失智！ 「極早期失智症篩檢量表」8題中2題建議檢查,https://health.udn.com/health/story/10696/6713829,,,
喝柳橙汁可降失智風險47%？教授揭為何不能當作飲食指引原因,https://health.udn.com/health/story/10696/6714893,,,
失智症患者可簽署預立醫療決定嗎？醫：在一個前提下可以,https://health.udn.com/health/story/10699/6694332,,,
靠打針吃藥降低壞膽固醇？沒有心臟病該吃他汀類藥物保養心臟嗎？,https://health.udn.com/health/story/5977/6691972,,,
防失智、腦霧怎麼吃？營養師揭飲食中易傷腦筋的隱藏地雷,https://health.udn.com/health/story/6037/6680459,,,
每天喝一公升啤酒可降失智症風險？喝酒到底對健康是有益還有害？,https://health.udn.com/health/story/10696/6655674,,,
超毒「超加工食品」，吃多恐致失智！營養師教飲食替代這樣吃,https://health.udn.com/health/story/6037/6614660,,,
每天在公園健走會較健康？ 醫：快走、有氧和這幾種運動，提升心肺和認知功能,https://health.udn.com/health/story/5965/6578859,,,
醫病平台／完善精神醫療，尚缺什麼？,https://health.udn.com/health/story/6001/6566623,,,
活性或非活性維他命D對失智症有無關聯？哈佛研究團隊這麼說,https://health.udn.com/health/story/6034/6579882,,,
大腦老化並非不可逆！醫：透過「777大腦保健法」扭轉腦健康,https://health.udn.com/health/story/5965/6575729,,,
論文風波會動搖阿茲海默症的類澱粉蛋白學說嗎？失智症權威劉秀枝這麼說,https://health.udn.com/health/story/7392/6566467,,,
「特定頻率電刺激＋特定腦區」有助長者記憶力？用於治療待研究,https://health.udn.com/health/story/5965/6558983,,,
咀嚼能力愈差愈易失智！會因認知功能退化、失認症、阿茲海默症等造成「吞嚥失用症」,https://health.udn.com/health/story/5965/6550409,,,
醫病平台／「自主停止飲食，Voluntarily stopping eating and drinking」的臨床與倫理思考,https://health.udn.com/health/story/6001/6532854,,,
每天攝取30至40公克好油，護腦顧心臟血管！用油5招，3種油可直接喝,https://health.udn.com/health/story/6037/6469854,,,
這手術助高齡長輩逆轉失智！台大醫院新研究登國際期刊,https://health.udn.com/health/story/5977/6491927,,,
阿茲海默症研究論文造假推翻關鍵理論？教授解析β澱粉樣蛋白和阿茲海默症有無關聯,https://health.udn.com/health/story/10696/6490926,,,
首例熱中暑確診死亡 醫曝1高危險群容易被忽略,https://health.udn.com/health/story/5999/6482035,,,
醫病平台／醫病關係應何似，恰似飛鴻踏雪泥,https://health.udn.com/health/story/6001/6463207,,,
5項健康指標助改善！《英國醫學期刊》研究：讓人短命的壞習慣也是失智風險的危險因子,https://health.udn.com/health/story/6039/6476787,,,
追蹤六年研究發現：長期養寵物者可防止認知功能下降,https://health.udn.com/health/story/123123/6464377,,,
有片／一張床「從結婚用到老」 難怪長者睡不好,https://health.udn.com/health/story/122905/6446613,,,
投票／防失智、不憂鬱 高齡世代讓自己老得幸福,https://health.udn.com/health/story/122905/6446602,,,
提早識別失智症高風險患者 研究揭肌肉量與認知功能關聯性,https://health.udn.com/health/story/10696/6432745,,,
美國醫學會期刊最新研究：握力強弱與失智症風險有關,https://health.udn.com/health/story/10696/6420080,,,
走路變慢可能是失智症前兆 專家授1招扭轉大腦萎縮,https://health.udn.com/health/story/10696/6416719,,,
睡到自然醒是最幸福？研究揭睡眠超過這時間可能提升失智症風險,https://health.udn.com/health/story/10696/6403321,,,
2022高齡論壇／高齡心理健康專家解惑  失智、憂鬱、失眠都有解,https://health.udn.com/health/story/122419/6398518,,,
前氣象主播李富城想念愛妻，過馬路恍神警覺生病！ 憂鬱助長失智，透過運動交友走出失落與悲傷情緒,https://health.udn.com/health/story/10429/6379806,,,
40歲起大腦開始衰退！日本醫學博士傳授「大腦排毒飲食法」：吃黏黏的食物，7招防失智,https://health.udn.com/health/story/6037/6309937,,,
好好治療巴金森 壽命與一般人無異,https://health.udn.com/health/story/122253/6191818,,,
及早進行吞嚥訓練 多運動是延緩巴金森病程的關鍵,https://health.udn.com/health/story/122253/6191819,,,
看遍無數老後照顧現場的體會！居服員楊嘉敏：50歲後該做好的3個心理準備,https://health.udn.com/health/story/10429/6178249,,,
禁長照探視卻鬆綁邊境 家屬炸鍋：政府監禁弱勢長者,https://health.udn.com/health/story/6631/6173326,,,
吃紅肉到底和失智症有無關係？教授揭更關鍵因素,https://health.udn.com/health/story/6037/6167788,,,
染疫重症長者易失智 醫籲完整接種,https://health.udn.com/health/story/121833/6162176,,,
新冠重症傷腦 新研究：長者出院一年後失智比例高15倍,https://health.udn.com/health/story/120951/6161125,,,
如何讓大腦老得慢？科學實證減緩大腦老化5方法，改變刷牙方式很關鍵！,https://health.udn.com/health/story/6039/6062715,,,
失智並不丟臉！精神科醫師變失智家屬，分享照護切身經驗,https://health.udn.com/health/story/5999/6126170,,,
有效避免失智及維持腦力健康 專家教怎麼吃怎麼動讓腦袋更犀利,https://health.udn.com/health/story/5965/6060033,,,
長輩婉拒外出不是體力差 醫師曝可能跟這細節有關,https://health.udn.com/health/story/5970/6075474,,,
年節熬夜小心加速衰老、猝死！  醫揭「黃金睡眠時間」：不一定要滿8小時,https://health.udn.com/health/story/5964/6072699,,,
打掃很累？權威醫親授5招「家事療癒術」，能增肌健腦搏開心,https://health.udn.com/health/story/6006/6072591,,,
發炎就是大腦病變的開始！聽手機、吃麵包...劉博仁醫師點名6大促發炎習慣，你可能天天在做,https://health.udn.com/health/story/6039/6032824,,,
為什麼你應該多睡覺？研究曝大腦神經退化的原因,https://health.udn.com/health/story/5965/6028631,,,
黑巧克力好處這麼多！保護心血管、提升腦力、抗發炎...5大好處＋挑選眉角一次看,https://health.udn.com/health/story/6037/5984867,,,
阿嬤阿茲海默失智？影像檢查揭真相,https://health.udn.com/health/story/5965/5957285,,,
防失智「10大超級護腦食物」出爐！  營養師：還有5種傷腦飲食要少碰,https://health.udn.com/health/story/6037/5935896,,,
醫病平台／「為什麼不使用長照服務？」 淺談失智症照顧者心理需求,https://health.udn.com/health/story/6001/5918330,,,
82歲阿嬤切除甲狀腺腫瘤！ 透過「精準麻醉」 術後恢復較快、不會惡心嘔吐,https://health.udn.com/health/story/10561/5903758,,,
你怎麼走路，看出老後失智機率！醫學博士公開「正確走路法」防失智、增血管彈性,https://health.udn.com/health/story/10696/5893638,,,
高齡整合照護模式實證有效 健保署研擬調整給付,https://health.udn.com/health/story/6631/5891524,,,
預防阿茲海默症 研究曝最佳睡眠長度穩定認知功能,https://health.udn.com/health/story/6008/5869432,,,
跑錯餐廳、記錯日期是失智前兆？名醫揭關鍵症狀,https://health.udn.com/health/story/7392/5853092,,,
長期新冠後遺症 確診者恐提早失智、快速退化,https://health.udn.com/health/story/120951/5821071,,,
保養大腦、防失智 康乃爾醫學中心建議維持6習慣,https://health.udn.com/health/story/5965/5803310,,,
「糖上癮」不只增加體重 營養師揭4大健康問題,https://health.udn.com/health/story/6037/5798140,,,
醫病平台／多數高齡者不希望以醫療科技維持生命！尊重生命末期照護選擇是份愛的禮物,https://health.udn.com/health/story/6001/5793825,,,
醫病平台／歹活或是好死，值得深思,https://health.udn.com/health/story/6001/5786342,,,
避免晚年失能、失智 名醫教你一招逆轉身智衰退症,https://health.udn.com/health/story/6631/5778466,,,
兒茶素利減肥、防失智、助防癌！營養師：不只綠茶，這些都吃得到,https://health.udn.com/health/story/6037/5777214,,,
行為3大改變恐患失智症 神經內科醫授日常健腦守則,https://health.udn.com/health/story/10695/5771331,,,
防失智「麥得飲食」降低53%風險，讓大腦年輕7歲半！十大健腦食物你吃對了嗎,https://health.udn.com/health/story/6037/5768011,,,
延緩退化／5招巴金森病居家運動操 訓練肌力延緩手腳顫抖,https://health.udn.com/health/story/122253/5765159,,,
劉秀枝／突然的失憶，我失智了嗎？,https://health.udn.com/health/story/7392/5754254,,,
睡太多或太少都有事！每天要睡多久才夠？一表看9個年齡層睡眠時間建議,https://health.udn.com/health/story/5964/5744302,,,
復生教會失智社區服務據點 阿公阿嬤視訊上課不怕疫情來阻擋,https://health.udn.com/health/story/121920/5720720,,,
輕中重失智者的綠洲／臺北市失智社區服務據點 新康居家職能治療所,https://health.udn.com/health/story/121920/5720717,,,
你吃的藥可能引發失智風險？專家曝「1成分、7款藥」需注意,https://health.udn.com/health/story/10695/5722358,,,
吃對了可比實際年齡年輕14歲！補充大腦必要養分，這10種食物遠離失智、記憶力衰退,https://health.udn.com/health/story/10696/5682804,,,
醫病平台／守護「看、聽、動、食、樂、智」六大內在能力，預約健康的老年生活,https://health.udn.com/health/story/6001/5681804,,,
聽力受損加速認知功能退化 失智風險增高,https://health.udn.com/health/story/5969/5662137,,,
劉秀枝／70歲後可以有怎樣的人生？,https://health.udn.com/health/story/7392/5638935,,,
動口、動腦、動手預防失智 WaCare免費線上課程教你做大腦體智活動,https://health.udn.com/health/story/6033/5627144,,,
一位罹患阿茲海默症醫師的提醒：40歲開始做到6件事，失智也能過正常生活,https://health.udn.com/health/story/10696/5560743,,,
為何阿茲海默新藥被專家否絕 FDA卻仍批准上市？,https://health.udn.com/health/story/6008/5522551,,,
輕度重度，誰適合？阿茲海默症新藥對我有效嗎,https://health.udn.com/health/story/5999/5521611,,,
失智症治療重點、照護資源，醫師圖文解說,https://health.udn.com/health/story/10695/5519714,,,
胡朝榮／失智症普篩 提早醫療介入有助預防,https://health.udn.com/health/story/7421/5513899,,,
醫病平台／記憶力一點一點的被拿走，裸露出你原本的樣！失智可以是病也不算是病,https://health.udn.com/health/story/6001/5455634,,,
醫病平台／失智症的家人與醫病互動——回應「陪父母做失智檢查，心情好複雜？」,https://health.udn.com/health/story/6001/5450051,,,
醫病平台／陪父母做失智檢查，心情好複雜？,https://health.udn.com/health/story/6001/5443340,,,
【免費課程】中醫名方傳授穴位大補帖，Live新開課線上Q&amp;A！,https://health.udn.com/health/story/122288/5432889,,,
輔具大展／運動復能逆轉輕度認知障礙  怎麼作有效？,https://health.udn.com/health/story/8118/5430832,,,
